road,value,avgVhlSpd,mileage_km,vin
R,74,35.39,7.31,LFB1E667XKJB04420
R,74,44.38,9.13,LFB1E6072KJB15968
R,74,81.19,16.57,LFB1E6070KJB08338
R,74,33.32,6.81,LFB1E6675KJB07628
R,74,35.86,6.99,LFB1E6073KJB08592
G,74,8.7,6.11,LFB1E6679KJB16302
O,74,13.68,2.41,LFB1E6670KJB16589
O,74,7.03,1.02,LFB1E6677KJB17853
R,74,63.5,12.83,LFB1E6079KJB06152
S,74,59.72,12.03,LFB1E6075KJB11445
G,74,17.99,3.34,LFB1E6079KJB16454
R,74,35.77,1.76,LFB1E607XKJB11960
R,74,56.14,11.42,LFB1E6677KJB06643
G,74,10.27,1.9,LFB1E6671KJB16438
S,74,35.05,7.08,LFB1E6676KJB11834
S,74,47.97,9.74,LFB1E6071KJB15881
S,74,46.32,9.62,LFB1E6675KJB11081
R,74,53.36,10.75,LFB1E6677KJB04388
O,73,6.55,1.02,LFB1E6676KJB17455
G,73,9.02,1.53,LFB1E6072KJB16604
R,73,57.5,11.58,LFB1E6677KJB10692
G,73,46.95,9.96,LFB1E6677KJB02625
R,73,33.15,6.79,LFB1E6077KJB06277
R,73,46.4,9.17,LFB1E6077KJB12919
G,73,34.05,4.4,LFB1E6677KJB15942
R,73,71.54,14.42,LFB1E6674KJB11542
R,73,12.6,2.33,LFB1E6676KJB11574
R,73,26.37,5.12,LFB1E6679KJB06739
S,73,46.78,9.53,LFB1E6078KJB08782
S,73,25.55,5.09,LFB1E6673KJB15680
G,73,63.76,12.69,LFB1E6075KJB10182
S,73,54.18,10.92,LFB1E6674KJB08754
R,73,48.98,9.9,LFB1E667XKJB13196
R,73,43.93,8.82,LFB1E6076KJB07596
S,73,14.95,2.64,LFB1E6675KJB17057
S,73,36.12,7.74,LFB1E6077KJB06991
R,73,54.91,10.99,LFB1E6072KJB14884
R,73,33.22,6.66,LFB1E6072KJB17266
G,73,55.96,11.48,LFB1E6672KJB14102
R,73,39.69,8.02,LFB1E6670KJB03695
O,73,22.3,6.6,LFB1E6074KJB18841
R,73,81.48,14.12,LFB1E607XKJB10453
R,73,38.83,7.03,LFB1E6078KJB12086
R,73,24.28,4.99,LFB1E6076KJB09400
R,73,39.01,7.84,LFB1E667XKJB07026
R,73,11.01,14.7,LFB1E6671KJB13569
R,73,22.58,4.37,LFB1E6677KJB16945
S,73,72.13,14.51,LFB1E6679KJB05803
O,73,8.12,1.24,LFB1E6672KJB17453
R,73,45.76,9.13,LFB1E6079KJB09889
R,73,39.32,7.93,LFB1E6676KJB06021
R,73,11.13,2.02,LFB1E6078KJB14646
G,72,59.22,11.85,LFB1E6673KJB16439
R,72,43.06,8.5,LFB1E6078KJB02738
R,72,5.39,0.84,LFB1E6676KJB16435
S,72,53.97,10.89,LFB1E6677KJB11244
G,72,7.11,1.26,LFB1E607XKJB15720
G,72,41.15,8.15,LFB1E6679KJB16168
R,72,27.46,5.06,LFB1E6075KJB11106
S,72,21.19,4.23,LFB1E6073KJB09239
S,72,41.33,8.22,LFB1E6676KJB11199
G,72,9,1.61,LFB1E6673KJB16828
S,72,23.86,4.77,LFB1E6078KJB10516
R,72,65.89,13.15,LFB1E6071KJB17095
S,72,77.85,15.57,LFB1E6070KJB15872
G,72,33.76,6.39,LFB1E6673KJB08535
R,72,48.08,9.55,LFB1E6071KJB16464
G,72,23.35,4.46,LFB1E6072KJB14206
R,72,71.23,14.27,LFB1E6079KJB08578
R,72,11.3,2.16,LFB1E6679KJB06269
R,72,28.05,5.26,LFB1E6073KJB06177
R,72,37.27,7.32,LFB1E6074KJB15938
G,72,26.37,4.53,LFB1E6071KJB14858
G,72,42.4,8.37,LFB1E6674KJB15882
R,72,32.52,6.02,LFB1E667XKJB09665
G,72,30.72,5.78,LFB1E667XKJB06118
R,72,9.9,1.58,LFB1E6074KJB06026
R,72,42.94,8.45,LFB1E6075KJB13728
S,72,17.65,3.34,LFB1E6679KJB11133
G,72,18.11,3.33,LFB1E6073KJB17082
O,72,6.75,1.05,LFB1E6674KJB17843
R,72,27.28,5.35,LFB1E6079KJB04448
R,72,60.27,12.1,LFB1E6670KJB13370
O,72,14.61,2.73,LFB1E6673KJB17512
R,71,59.14,11.53,LFB1E6070KJB08100
S,71,14.97,1.31,LFB1E6076KJB10921
R,71,53.22,10.43,LFB1E6071KJB04105
S,71,36.01,7.09,LFB1E6676KJB15298
R,71,48.12,9.34,LFB1E6679KJB10662
G,71,5.11,1.54,LFB1E607XKJB08556
R,71,31.84,9.48,LFB1E6671KJB14463
R,71,35.07,7.2,LFB1E6673KJB10303
O,71,5.51,0.87,LFB1E6674KJB17485
S,71,33.42,6.04,LFB1E6071KJB15119
R,71,33.47,6.25,LFB1E6674KJB10150
O,71,7.22,0.74,LFB1E6079KJB18611
S,71,11.19,2.14,LFB1E6676KJB16838
R,71,21,3.99,LFB1E667XKJB11965
G,71,84.81,16.71,LFB1E6675KJB06169
G,71,24.78,4.76,LFB1E6672KJB14360
R,71,22.78,4.51,LFB1E6079KJB08211
R,71,48.35,9.53,LFB1E6075KJB07248
S,71,63.6,12.47,LFB1E6072KJB17011
S,71,3.68,0.56,LFB1E6073KJB15736
R,71,36.52,7.2,LFB1E6677KJB08697
R,71,27.39,5.53,LFB1E6071KJB07263
R,71,64.12,12.51,LFB1E6677KJB09414
R,71,29.92,5.55,LFB1E6076KJB07145
R,71,39.24,7.75,LFB1E6079KJB11285
G,71,52.44,10.39,LFB1E6670KJB13692
R,70,40.01,7.79,LFB1E6674KJB13159
R,70,64.43,12.39,LFB1E6675KJB08889
R,70,37.97,7.24,LFB1E6075KJB11784
R,70,18.34,3.51,LFB1E6076KJB15987
R,70,66.5,11.19,LFB1E6670KJB06113
R,70,33.15,6.32,LFB1E6672KJB14231
S,70,23.3,3.08,LFB1E6075KJB15737
S,70,83.15,16.08,LFB1E6674KJB13811
R,70,24.05,4.54,LFB1E6075KJB09968
S,70,50.2,9.71,LFB1E6673KJB12066
R,70,4.16,0.44,LFB1E6079KJB05115
S,70,22.18,2.56,LFB1E6674KJB15378
S,70,29.69,5.86,LFB1E6074KJB12568
S,70,9.73,1.55,LFB1E6677KJB15780
S,70,24.7,4.81,LFB1E6076KJB13639
S,70,25.59,1.96,LFB1E667XKJB15787
R,70,42.54,7.35,LFB1E667XKJB04532
G,70,34.46,6.42,LFB1E6071KJB16190
R,70,56.53,10.98,LFB1E6672KJB15508
R,70,64.17,12.51,LFB1E6079KJB16454
R,70,38.38,7.4,LFB1E6071KJB11393
S,70,16.67,3.06,LFB1E667XKJB13604
S,70,49.16,9.58,LFB1E6073KJB15946
G,70,31.64,4.01,LFB1E6073KJB15350
S,70,2.87,0.36,LFB1E6079KJB08581
R,70,74.53,14.37,LFB1E6071KJB09577
R,70,33.44,6.57,LFB1E6078KJB05106
R,70,78.65,15.34,LFB1E6072KJB07319
R,70,30.08,6.25,LFB1E6675KJB09749
R,70,28.81,5.37,LFB1E667XKJB12422
S,70,40.6,7.78,LFB1E6071KJB06775
S,70,44.12,8.16,LFB1E6679KJB04022
R,70,56.22,10.85,LFB1E6071KJB08834
S,70,30.25,5.73,LFB1E6672KJB12592
S,69,14.66,7.04,LFB1E6673KJB13671
G,69,53.88,10.24,LFB1E6076KJB14371
S,69,10.91,1.73,LFB1E6071KJB15041
R,69,24.79,4.43,LFB1E6679KJB10550
S,69,39.84,7.48,LFB1E6676KJB06732
G,69,24.7,4.41,LFB1E6675KJB11582
S,69,19.6,3.62,LFB1E6672KJB09014
S,69,38.24,5.83,LFB1E6072KJB12178
G,69,16.65,2.96,LFB1E6074KJB11713
G,69,42.37,8.01,LFB1E6076KJB16122
R,69,26.96,4.98,LFB1E6074KJB07242
R,69,22.08,3.92,LFB1E6674KJB08334
R,69,33.02,5.87,LFB1E6679KJB13691
S,69,21.4,4.14,LFB1E6677KJB06190
R,69,55.86,9.5,LFB1E6073KJB06129
R,69,49.58,12.11,LFB1E6076KJB00583
R,69,39.11,7.5,LFB1E607XKJB05334
S,69,35.73,6.37,LFB1E6074KJB13445
R,69,43.5,8.14,LFB1E607XKJB04149
R,69,22.26,4.25,LFB1E6071KJB07201
G,69,75.53,14.5,LFB1E6076KJB11924
O,69,19.94,4.45,LFB1E6071KJB18845
S,69,5.82,0.89,LFB1E6678KJB12239
S,69,16.67,2.98,LFB1E6073KJB15560
G,69,9.37,1.71,LFB1E6079KJB11447
G,69,10.93,2,LFB1E6671KJB15905
R,69,51.3,9.9,LFB1E6075KJB15172
R,69,32.23,6.2,LFB1E6672KJB06985
S,69,78.59,14.95,LFB1E6077KJB07834
R,69,68.19,13.07,LFB1E6076KJB07419
G,69,47.61,9.23,LFB1E6073KJB15252
R,69,34.25,6.43,LFB1E6071KJB14715
R,68,56.4,10.52,LFB1E6676KJB08495
G,68,55.93,9.91,LFB1E6073KJB08317
R,68,36.54,6.68,LFB1E6675KJB09055
G,68,7.4,1.29,LFB1E6672KJB16979
S,68,55.47,10.44,LFB1E6671KJB00692
S,68,29.02,5.03,LFB1E6671KJB15581
R,68,27.75,5.16,LFB1E6077KJB04402
R,68,41.33,13.69,LFB1E6072KJB06204
G,68,49.56,2.64,LFB1E6077KJB11415
R,68,29.16,4.91,LFB1E6677KJB09798
R,68,49.73,8.68,LFB1E6675KJB03398
R,68,50.36,9.48,LFB1E6677KJB11745
R,68,26.24,4.84,LFB1E6678KJB09793
S,68,34.91,6.69,LFB1E6675KJB14188
S,68,39.18,7.33,LFB1E607XKJB11571
R,68,45.69,1.09,LFB1E6073KJB07250
S,68,27.76,5.1,LFB1E6673KJB08535
R,68,54.3,10.1,LFB1E6079KJB03347
S,68,47.96,9.25,LFB1E6078KJB14887
S,68,19.6,3.47,LFB1E6674KJB15980
S,68,3.98,0.53,LFB1E6078KJB14209
G,68,37.33,6.77,LFB1E6070KJB15189
G,68,20.16,3.74,LFB1E6679KJB11343
R,68,54.09,10.18,LFB1E6076KJB06755
G,68,67.6,12.72,LFB1E6076KJB16461
G,68,37.17,6.78,LFB1E667XKJB16082
R,68,30.39,5.22,LFB1E6674KJB14554
R,68,60.39,11.39,LFB1E6672KJB08624
R,68,43.58,8.04,LFB1E667XKJB12856
R,67,25.28,4.9,LFB1E6073KJB03988
R,67,54.41,10.51,LFB1E6072KJB09264
G,67,31.25,5.96,LFB1E6672KJB13919
G,67,7.64,1.26,LFB1E667XKJB15997
R,67,37.98,7.14,LFB1E6675KJB13817
R,67,82.68,15.51,LFB1E6075KJB13857
O,67,7.41,0.99,LFB1E6077KJB17456
S,67,7.63,1.05,LFB1E6674KJB17714
R,67,43.03,7.85,LFB1E6670KJB06404
R,67,59.47,11.12,LFB1E6670KJB05706
R,67,49.67,9.17,LFB1E6672KJB03083
R,67,51.4,9.59,LFB1E6678KJB12449
R,67,30.87,4.83,LFB1E6076KJB15701
S,67,22.23,4.12,LFB1E6673KJB12469
S,67,33.69,5.92,LFB1E6676KJB12952
R,67,54.24,10.04,LFB1E6072KJB16294
G,67,52.12,9.75,LFB1E6671KJB10932
S,67,25.59,4.78,LFB1E6676KJB16256
R,67,38.41,5.23,LFB1E667XKJB16356
G,67,10.69,1.03,LFB1E6678KJB15609
G,67,9.43,1.51,LFB1E6077KJB16906
R,66,45.82,8.39,LFB1E607XKJB13126
G,66,30.93,5.21,LFB1E6674KJB07930
S,66,10.37,1.66,LFB1E6075KJB16483
S,66,41.55,7.56,LFB1E6675KJB12666
S,66,15.82,2.51,LFB1E667XKJB10489
G,66,33.24,6.15,LFB1E6679KJB15084
R,66,53.5,9.87,LFB1E6679KJB00746
R,66,29.86,5.4,LFB1E6671KJB08002
G,66,21.53,3.75,LFB1E6075KJB13048
R,66,39.35,6.96,LFB1E6073KJB07944
S,66,37.02,6.7,LFB1E6076KJB16332
O,66,13.09,2.12,LFB1E667XKJB17460
S,66,42.98,7.91,LFB1E6070KJB07206
G,66,32.59,5.99,LFB1E6075KJB08688
R,66,67.63,12.37,LFB1E6671KJB04936
G,66,25.65,4.71,LFB1E6673KJB10849
S,66,53.8,9.92,LFB1E6077KJB05971
S,66,76.48,14,LFB1E6675KJB16359
R,66,75.09,13.73,LFB1E6678KJB09695
R,66,19.05,3.19,LFB1E6072KJB07241
R,66,53.79,9.93,LFB1E667XKJB07401
S,66,1.94,0.17,LFB1E6076KJB10739
R,66,50.16,9.22,LFB1E6670KJB08413
S,66,38.11,7.04,LFB1E667XKJB01842
G,66,61.5,7.68,LFB1E6079KJB12890
G,66,27.87,1.44,LFB1E667XKJB14848
G,66,5.99,0.88,LFB1E6677KJB16847
R,66,30.39,3.73,LFB1E6674KJB12870
G,66,12.97,0.77,LFB1E6077KJB15710
R,66,3.6,0.25,LFB1E6072KJB08552
O,66,7.18,1.11,LFB1E667XKJB17507
R,65,47.86,7.62,LFB1E6077KJB02598
G,65,6.19,0.86,LFB1E6074KJB15311
R,65,14.98,2.35,LFB1E6675KJB10402
S,65,16.86,2.7,LFB1E667XKJB14218
G,65,3.03,0.46,LFB1E6678KJB17120
S,65,43.46,7.75,LFB1E6672KJB12172
R,65,44.97,8.25,LFB1E6672KJB08901
R,65,60.43,10.88,LFB1E6077KJB14363
R,65,27.18,4.68,LFB1E6670KJB04863
R,65,68.58,12.5,LFB1E6675KJB08147
G,65,34.26,6.14,LFB1E6072KJB14612
G,65,5.99,0.85,LFB1E607XKJB10923
R,65,19.14,2.92,LFB1E6074KJB07550
R,65,32.99,6.09,LFB1E6074KJB10884
G,65,26.36,4.36,LFB1E6073KJB11766
S,65,70.8,9.52,LFB1E6671KJB12423
R,65,68.7,12.37,LFB1E6679KJB08636
S,65,39.93,7.03,LFB1E607XKJB17564
R,65,70.82,12.53,LFB1E6679KJB07938
R,65,83.63,15.01,LFB1E6677KJB12023
R,65,43.2,7.66,LFB1E6671KJB11983
R,65,40.42,6.52,LFB1E6677KJB10076
R,65,34.24,6.4,LFB1E6073KJB06020
G,65,49.53,8.98,LFB1E6077KJB01452
S,65,30.01,5.25,LFB1E6676KJB01319
S,65,39.05,6.93,LFB1E6670KJB17676
G,65,20.96,3.61,LFB1E6071KJB13077
O,65,6.81,0.96,LFB1E6677KJB18775
R,65,27.47,4.91,LFB1E6675KJB06236
R,65,41.5,7.39,LFB1E6074KJB13459
R,65,53.28,9.57,LFB1E6074KJB13624
R,65,43.23,7.8,LFB1E6077KJB16288
S,65,26.05,3.83,LFB1E6673KJB14853
G,65,33.17,5.83,LFB1E6672KJB13676
G,65,5.92,1.03,LFB1E607XKJB10193
G,65,5.99,2.71,LFB1E6675KJB08391
R,65,54.8,9.93,LFB1E6071KJB06243
R,65,29.02,2.28,LFB1E6672KJB13208
R,65,32.12,5.65,LFB1E6072KJB09748
R,64,26.91,5.28,LFB1E667XKJB14476
R,64,39.92,7.11,LFB1E6676KJB05922
S,64,55.23,9.29,LFB1E6671KJB11482
R,64,36.56,6.23,LFB1E6678KJB06389
R,64,39.56,6.77,LFB1E6074KJB11548
S,64,4.14,0.53,LFB1E6074KJB14949
G,64,83.29,14.81,LFB1E6079KJB17846
S,64,42.28,7.34,LFB1E6672KJB15055
O,64,7.08,0.82,LFB1E6672KJB17436
R,64,8.29,0.95,LFB1E6078KJB11696
R,64,65.56,11.46,LFB1E6679KJB14839
R,64,55.6,9.79,LFB1E6072KJB13220
R,64,58.95,10.47,LFB1E6677KJB10305
S,64,23.82,4,LFB1E6676KJB10781
R,64,18.52,3.2,LFB1E6679KJB13545
S,64,23.56,4.12,LFB1E6675KJB14191
S,64,28.18,4.9,LFB1E6076KJB16668
S,64,41.76,7.31,LFB1E6676KJB14314
S,64,71.9,10.62,LFB1E6075KJB04060
R,64,51.48,9.13,LFB1E6671KJB13460
R,64,44.57,7.89,LFB1E6674KJB07815
S,64,52.24,9.39,LFB1E6070KJB11255
R,64,35.09,6.05,LFB1E607XKJB09495
S,64,23.33,3.96,LFB1E6076KJB16525
R,64,28.35,4.4,LFB1E6072KJB04405
R,64,42.59,7.07,LFB1E667XKJB09309
S,64,12.05,2.02,LFB1E6677KJB12197
G,64,45.36,5.76,LFB1E6677KJB06500
S,64,33.93,6.01,LFB1E6673KJB14643
R,64,40.47,5.82,LFB1E6677KJB06500
R,64,79.89,16.93,LFB1E6077KJB09518
S,63,45.9,8.19,LFB1E6070KJB06959
R,63,42.53,1.93,LFB1E667XKJB08659
R,63,29.92,5.09,LFB1E6672KJB05013
S,63,46.22,8.09,LFB1E607XKJB16463
G,63,86.45,15.27,LFB1E6674KJB15641
G,63,43.79,7.5,LFB1E6079KJB14266
R,63,61.2,10.06,LFB1E6079KJB13778
G,63,32.01,5.06,LFB1E6074KJB15048
G,63,10.66,2.1,LFB1E6674KJB14182
G,63,27.03,4.52,LFB1E6676KJB17357
R,63,50.37,8.83,LFB1E6673KJB05487
S,63,37.72,6.54,LFB1E6671KJB16309
G,63,47.61,10.57,LFB1E6073KJB07944
G,63,43.12,7.42,LFB1E6075KJB14720
S,63,78.73,13.66,LFB1E6678KJB17344
G,63,9.33,1.36,LFB1E667XKJB16440
R,63,16.3,2.53,LFB1E6672KJB14990
G,63,68.96,12.01,LFB1E6074KJB13591
R,63,38.54,6.42,LFB1E607XKJB10937
R,63,53.06,9.37,LFB1E6677KJB03497
S,63,35.16,6.07,LFB1E6675KJB15762
G,63,7.26,5.46,LFB1E6677KJB16394
G,63,49.49,8.23,LFB1E6072KJB13931
G,63,35.22,5.99,LFB1E6074KJB14322
G,63,41.41,7.01,LFB1E6673KJB14044
G,63,11.61,6.02,LFB1E6676KJB16192
R,63,70.65,12.32,LFB1E6679KJB07082
G,63,28.83,4.98,LFB1E6676KJB16807
R,63,51.65,9.26,LFB1E6071KJB14052
S,63,27.94,4.78,LFB1E6678KJB08093
S,63,47.59,8.26,LFB1E607XKJB15698
G,63,50.45,8.87,LFB1E6075KJB15561
G,63,22.52,3.68,LFB1E667XKJB16681
R,62,53.1,9.16,LFB1E6075KJB08982
S,62,24.44,1.85,LFB1E6078KJB05431
R,62,19.07,2.11,LFB1E6070KJB10946
R,62,60.27,10.55,LFB1E6675KJB15468
O,62,7.89,1.13,LFB1E6070KJB17850
S,62,39.39,6.79,LFB1E6675KJB15633
O,62,4.95,0.63,LFB1E6674KJB17213
R,62,69.35,12.03,LFB1E6679KJB09477
S,62,43.32,7.36,LFB1E607XKJB14809
O,62,6.42,0.65,LFB1E667XKJB17457
G,62,33.76,4.4,LFB1E6674KJB09984
G,62,37.9,6.6,LFB1E6076KJB12975
S,62,47.15,5.24,LFB1E6677KJB14483
R,62,38.12,6.54,LFB1E6676KJB08903
O,62,5.81,0.81,LFB1E6672KJB17470
S,62,47.58,8.06,LFB1E6070KJB17542
S,62,28.15,4.57,LFB1E6075KJB11798
S,62,10.17,1.89,LFB1E667XKJB15997
G,62,44.3,7.59,LFB1E6671KJB16679
R,62,45.09,7.74,LFB1E6673KJB04369
R,62,20.9,3.25,LFB1E6070KJB11403
R,62,2.28,0.23,LFB1E6672KJB06968
G,62,38.88,7.1,LFB1E6672KJB10101
R,62,54.34,9.13,LFB1E6070KJB05634
R,62,27.15,2.22,LFB1E6676KJB09128
r,62,30.38,4.97,LFB1E6678KJB13732
R,62,26.42,4.43,LFB1E6070KJB06766
G,62,15.23,2.2,LFB1E6670KJB15880
R,62,24.1,3.84,LFB1E6077KJB08949
S,62,40.07,1.9,LFB1E6078KJB15814
R,62,2.26,0.24,LFB1E6676KJB11977
R,62,47.93,8.17,LFB1E6673KJB07305
R,62,84.83,14.7,LFB1E6676KJB09839
S,62,39.82,6.84,LFB1E6670KJB12610
R,62,41.03,7.06,LFB1E6677KJB08005
R,62,30.12,3.82,LFB1E6676KJB08545
G,62,6.13,0.85,LFB1E6071KJB14813
S,62,12.17,2.15,LFB1E6674KJB04249
G,62,21.28,4.13,LFB1E6076KJB16203
G,62,8.87,0.95,LFB1E607XKJB15751
G,62,43.6,6.66,LFB1E607XKJB09495
R,62,33.78,5.46,LFB1E6074KJB05541
S,62,35.85,6.05,LFB1E607XKJB08430
G,61,41.31,4.59,LFB1E6679KJB08345
S,61,38.3,6.22,LFB1E6071KJB16271
G,61,42.12,7.02,LFB1E6079KJB07107
R,61,25.68,4.03,LFB1E6679KJB13352
O,61,7.41,0.97,LFB1E667XKJB17491
R,61,37.73,6.56,LFB1E6678KJB08711
S,61,51.94,7.25,LFB1E6076KJB06724
S,61,22,3.41,LFB1E6674KJB16028
R,61,63.97,10.69,LFB1E6675KJB02915
R,61,43.32,15.27,LFB1E6670KJB07990
R,61,28.9,4.02,LFB1E6670KJB08606
G,61,36.47,5.84,LFB1E6674KJB15378
G,61,78.59,13.18,LFB1E6670KJB15765
G,61,4.16,0.59,LFB1E607XKJB15071
G,61,29.62,4.61,LFB1E6676KJB12661
S,61,4.07,0.53,LFB1E6079KJB16163
S,61,27.5,4.53,LFB1E6678KJB16260
G,61,23.97,4.02,LFB1E6678KJB17134
R,61,29.85,3.38,LFB1E6677KJB06187
G,61,5.31,0.86,LFB1E6075KJB09503
G,61,71.21,12.26,LFB1E6073KJB12898
R,61,55.31,9.09,LFB1E6074KJB08472
R,61,78.09,13.42,LFB1E6070KJB15659
R,61,65.91,7.41,LFB1E6071KJB05397
R,61,42.71,6.81,LFB1E6073KJB07202
S,61,35.53,5.93,LFB1E6072KJB15968
R,61,36.36,6.08,LFB1E6670KJB13627
R,61,41.34,7.08,LFB1E6679KJB05834
G,61,5.83,0.84,LFB1E6070KJB17234
S,61,40.8,6.9,LFB1E6670KJB15944
G,61,7.2,1.17,LFB1E6075KJB15379
S,61,36.5,5.65,LFB1E6679KJB15117
R,61,75.32,12.4,LFB1E6674KJB16210
r,61,26.14,4.03,LFB1E6075KJB06858
R,61,43.71,7.25,LFB1E6074KJB13557
R,61,21.88,3.71,LFB1E6674KJB05000
R,61,32.14,5.86,LFB1E6078KJB14145
S,61,52.93,8.84,LFB1E6078KJB05039
O,61,6.03,0.7,LFB1E6077KJB12399
G,61,66.24,11.01,LFB1E6077KJB08918
O,61,7.45,0.93,LFB1E6677KJB17500
R,61,53.27,9.03,LFB1E6675KJB13994
G,61,19.82,3.08,LFB1E6670KJB16771
R,61,61.61,10.18,LFB1E6071KJB08560
R,61,26.93,4.39,LFB1E6074KJB07693
S,60,24.17,3.77,LFB1E607XKJB16141
R,60,65.26,10.84,LFB1E6078KJB05817
R,60,56.5,3.04,LFB1E6674KJB06681
S,60,16.77,2.4,LFB1E6670KJB13336
G,60,22.38,3.59,LFB1E6678KJB17067
R,60,17.1,2.7,LFB1E6672KJB14729
R,60,54.13,9.15,LFB1E6671KJB03351
S,60,40.79,6.67,LFB1E6676KJB14233
G,60,52.14,8.96,LFB1E6075KJB07279
G,60,8.97,4.63,LFB1E6671KJB16200
R,60,23.05,3.02,LFB1E6675KJB11923
R,60,35.21,5.21,LFB1E6077KJB15240
R,60,37.94,6.71,LFB1E6674KJB06860
R,60,15.7,2.43,LFB1E6674KJB05904
S,60,16.86,2.61,LFB1E6075KJB16340
R,60,21.52,3.63,LFB1E6072KJB15792
R,60,46.99,7.82,LFB1E6070KJB00496
G,60,17.54,2.41,LFB1E6078KJB17580
S,60,25.56,4.06,LFB1E6673KJB15114
R,60,30.59,5.1,LFB1E6074KJB13509
S,60,69.81,11.77,LFB1E6675KJB15597
R,60,49.3,8.25,LFB1E6077KJB09227
G,60,24.73,3.81,LFB1E6074KJB15552
G,60,23.85,3.95,LFB1E6077KJB09017
r,60,33.02,2.32,LFB1E6074KJB04504
S,60,47.33,6.43,LFB1E6079KJB05289
G,60,28.55,3.41,LFB1E6676KJB14040
G,60,64.61,9.7,LFB1E6678KJB13374
R,60,38.18,5.7,LFB1E6077KJB04268
G,60,3.06,0.39,LFB1E667XKJB17488
G,60,8.83,42.25,LFB1E6676KJB16791
G,60,8.6,1.24,LFB1E6672KJB15993
R,59,72.04,11.56,LFB1E6677KJB13026
S,59,30.97,5.02,LFB1E6675KJB12828
G,59,40.77,6.31,LFB1E6672KJB13421
S,59,20.28,3.26,LFB1E6674KJB13159
S,59,47.21,7.56,LFB1E6671KJB06427
S,59,60.34,9.98,LFB1E6678KJB16100
R,59,50.84,8.29,LFB1E6673KJB11046
R,59,36.55,5.99,LFB1E6073KJB10469
R,59,42.42,1.6,LFB1E6076KJB15889
R,59,16.75,2.73,LFB1E6679KJB04893
G,59,8.83,1.29,LFB1E6079KJB16485
S,59,69.21,11.88,LFB1E6679KJB16445
R,59,33.46,5.27,LFB1E6678KJB05095
G,59,12.97,2.02,LFB1E6677KJB13253
R,59,66.98,10.95,LFB1E6677KJB10403
S,59,22.19,3.71,LFB1E667XKJB10024
S,59,47.66,7.96,LFB1E667XKJB09925
S,59,6.64,0.98,LFB1E6673KJB15002
R,59,15.61,2.27,LFB1E6679KJB15005
S,59,15.9,2.4,LFB1E6673KJB17090
S,59,16.09,2.37,LFB1E6077KJB10281
S,59,30.53,4.82,LFB1E6071KJB16254
S,59,34.43,5.51,LFB1E6076KJB13818
G,59,40.31,6.56,LFB1E6675KJB11453
S,59,11.57,1.67,LFB1E667XKJB16289
S,59,27.81,4.7,LFB1E6070KJB15242
R,59,60.91,9.91,LFB1E6072KJB07207
G,59,49.87,8.18,LFB1E6075KJB15558
S,59,30.52,4.94,LFB1E6073KJB16482
S,59,10.17,1.61,LFB1E6075KJB12093
S,59,35.77,5.77,LFB1E6673KJB06445
S,59,41,6.6,LFB1E6077KJB16243
R,59,21.8,3.68,LFB1E6673KJB15498
R,59,62.09,10.11,LFB1E6071KJB13788
R,58,47.84,6.83,LFB1E607XKJB05527
R,58,66.1,10.59,LFB1E6074KJB07547
R,58,14.87,2.34,LFB1E6674KJB15218
G,58,4.85,10.75,LFB1E6074KJB07449
R,58,40.02,6.22,LFB1E6676KJB05712
R,58,40.1,6.26,LFB1E6677KJB15942
G,58,21.59,3.12,LFB1E667XKJB14543
R,58,68.33,10.76,LFB1E6678KJB03475
G,58,10.39,1.54,LFB1E6676KJB14068
R,58,41.82,6.89,LFB1E6074KJB11758
G,58,36.19,5.77,LFB1E6673KJB15680
R,58,52.52,8.17,LFB1E6670KJB16088
G,58,8.98,0.8,LFB1E6078KJB11097
r,58,29.05,2.32,LFB1E6677KJB13141
S,58,36.37,15.1,LFB1E6077KJB10121
G,58,44.93,7.34,LFB1E6077KJB14718
S,58,18.35,2.84,LFB1E6679KJB14288
R,58,77.49,12.49,LFB1E6677KJB10773
S,58,18.62,2.97,LFB1E667XKJB06958
R,58,4.1,0.55,LFB1E6078KJB16624
G,58,29.46,4.4,LFB1E6070KJB09361
S,58,46.97,7.38,LFB1E6074KJB13557
G,58,3.98,0.59,LFB1E6679KJB13822
R,58,29.73,4.67,LFB1E6673KJB12956
G,58,60.69,10.69,LFB1E6078KJB15442
O,58,6.95,0.77,LFB1E6674KJB17454
S,58,14.18,2.29,LFB1E607XKJB15152
R,58,40.96,1.82,LFB1E6077KJB06912
R,58,16.78,1.94,LFB1E6073KJB04185
R,58,37.13,5.89,LFB1E6079KJB14297
S,58,22.95,3.51,LFB1E6078KJB13559
G,58,6.3,0.8,LFB1E6070KJB17203
G,58,5.15,0.87,LFB1E6674KJB14442
G,58,20.05,3.3,LFB1E6672KJB15184
R,58,62.92,9.73,LFB1E6673KJB02394
O,58,16.37,4.69,LFB1E6676KJB18850
R,57,38.82,5.83,LFB1E6070KJB06802
R,57,41.81,6.08,LFB1E6672KJB12382
G,57,23.83,3.49,LFB1E667XKJB11075
S,57,19.3,2.72,LFB1E6077KJB08546
R,57,54.92,8.96,LFB1E6671KJB05021
R,57,43.44,6.88,LFB1E6678KJB03802
G,57,83.45,3.22,LFB1E607XKJB11988
S,57,39.08,5.2,LFB1E6075KJB05483
R,57,21.96,3.58,LFB1E6677KJB12541
