road,value,avgVhlSpd,mileage_km,vin
S,57,51.67,8.02,LFB1E6671KJB13605
G,57,8.78,1.29,LFB1E6070KJB14673
R,57,38.02,5.93,LFB1E6073KJB06583
G,57,9.43,1.4,LFB1E667XKJB16373
S,57,33.79,5.19,LFB1E6074KJB10030
R,57,18.98,2.87,LFB1E6079KJB08564
R,57,54.5,8.55,LFB1E6678KJB10653
G,57,7.31,0.94,LFB1E6676KJB16175
G,57,27.96,4.54,LFB1E6672KJB15055
R,57,29.35,4.19,LFB1E6074KJB04437
S,57,78.48,12.41,LFB1E6679KJB15215
S,57,43.14,6.72,LFB1E6679KJB12072
R,57,34.47,5.64,LFB1E6078KJB04473
R,57,4.93,0.68,LFB1E6678KJB16694
R,57,21.38,3.4,LFB1E6072KJB09491
R,57,48.03,7.49,LFB1E6079KJB13537
R,57,59.34,9.9,LFB1E6675KJB08052
R,57,45.4,7.03,LFB1E6674KJB15400
S,57,40.46,10.16,LFB1E6673KJB10527
R,57,62.34,9.9,LFB1E6074KJB14952
G,57,24.83,4.15,LFB1E607XKJB14499
S,57,32.49,5.06,LFB1E6671KJB10168
R,57,13.99,1.81,LFB1E667XKJB01842
G,57,46.72,7.44,LFB1E6070KJB14169
S,57,18.94,2.71,LFB1E6673KJB08549
G,57,30.25,0.59,LFB1E6675KJB16006
S,57,22.82,0.77,LFB1E6079KJB12890
R,57,50.39,7.99,LFB1E6677KJB12572
G,57,45.9,7.21,LFB1E667XKJB09245
R,57,26.33,2.99,LFB1E6070KJB14124
R,57,66.5,10.61,LFB1E6078KJB08443
S,57,28.18,4.19,LFB1E6673KJB15405
S,57,36.72,347.6,LFB1E6678KJB16565
R,57,44.58,6.95,LFB1E6070KJB07271
R,56,29.53,4.33,LFB1E6077KJB05906
G,56,29.53,4.35,LFB1E6076KJB15987
G,56,36.73,8.65,LFB1E607XKJB02496
R,56,29.58,4.63,LFB1E6676KJB07864
G,56,32.57,4.97,LFB1E6073KJB06051
G,56,34.83,5.57,LFB1E6678KJB03430
R,56,27.6,4.2,LFB1E6679KJB04800
R,56,37.84,5.64,LFB1E6074KJB02588
G,56,7.24,1.82,LFB1E6679KJB11004
R,56,16.17,2.44,LFB1E6672KJB15007
R,56,29.93,4.65,LFB1E607XKJB06774
G,56,74.58,12.83,LFB1E6679KJB13965
G,56,34.95,4.87,LFB1E6677KJB16766
R,56,17.76,2.71,LFB1E6078KJB08362
S,56,38.37,5.72,LFB1E6071KJB13449
R,56,10.43,1.63,LFB1E667XKJB07768
R,56,32.95,5.09,LFB1E6675KJB02932
R,56,42.57,8.14,LFB1E6676KJB08707
R,56,52.64,8.02,LFB1E6076KJB03838
G,56,41.93,6.47,LFB1E6679KJB08054
S,56,13.77,0.92,LFB1E6670KJB08623
R,56,40.79,6.22,LFB1E6073KJB11993
R,56,48.18,7.39,LFB1E6671KJB10168
R,56,34.02,5.15,LFB1E6674KJB03540
G,56,4.65,0.66,LFB1E6675KJB15390
S,56,30.57,7.82,LFB1E6677KJB10577
R,56,46.95,7.36,LFB1E6071KJB06453
S,56,3.91,0.42,LFB1E6672KJB12544
G,56,20.32,3.11,LFB1E6074KJB15731
R,56,34.45,5,LFB1E6678KJB07770
R,56,50,7.82,LFB1E6677KJB08862
R,56,37.16,5.79,LFB1E667XKJB06488
G,56,7.64,5.41,LFB1E6679KJB16154
R,56,85.52,13.16,LFB1E6071KJB04735
S,56,36.39,5.22,LFB1E6671KJB03768
S,56,22.08,3.46,LFB1E6673KJB09894
G,56,23.54,3.35,LFB1E6675KJB12828
G,55,33.89,5.15,LFB1E6071KJB16271
R,55,7.13,1,LFB1E6679KJB13948
R,55,15.68,2.15,LFB1E6070KJB09974
O,55,9.82,1.51,LFB1E6679KJB17515
G,55,39.99,5.03,LFB1E6079KJB09259
G,55,10.23,1.32,LFB1E6072KJB17185
R,55,50.6,7.63,LFB1E6071KJB00538
S,55,29.48,4.4,LFB1E6671KJB16942
r,55,34.78,4.76,LFB1E6678KJB10264
G,55,28.03,4.21,LFB1E6671KJB14527
R,55,13.87,1.67,LFB1E6674KJB06373
R,55,63.38,9.75,LFB1E6075KJB13535
O,55,6.8,1.16,LFB1E607XKJB01509
S,55,42.81,6.41,LFB1E667XKJB16129
S,55,31.73,4.61,LFB1E6072KJB12889
S,55,22.07,0.99,LFB1E6679KJB11861
G,55,34.51,17.39,LFB1E6670KJB05267
R,55,24.5,3.81,LFB1E6679KJB03565
S,55,44.2,6.65,LFB1E6671KJB17069
R,55,36.61,5.6,LFB1E6677KJB11115
R,55,56.25,8.35,LFB1E6674KJB04025
R,55,34.97,5.38,LFB1E6079KJB13814
R,55,54.33,8.03,LFB1E6079KJB10671
S,55,68.7,10.22,LFB1E6675KJB16250
S,55,52.47,1.47,LFB1E6070KJB12924
S,55,38.75,5.74,LFB1E6675KJB14157
R,55,33.13,4.79,LFB1E6077KJB04478
S,55,21.02,3.19,LFB1E6078KJB14534
S,55,39.77,5.71,LFB1E6071KJB07960
R,55,80.88,12.35,LFB1E6072KJB10754
R,55,52.3,8.03,LFB1E6073KJB14506
R,55,34.95,5.42,LFB1E6071KJB13354
S,55,7.75,1.06,LFB1E6673KJB17235
R,55,47.84,7.24,LFB1E6077KJB16887
G,54,50.35,7.26,LFB1E6678KJB16145
R,54,21.04,3.72,LFB1E6678KJB16842
G,54,7.14,0.88,LFB1E6074KJB17298
G,54,39.08,5.54,LFB1E6671KJB06427
S,54,46.44,6.96,LFB1E6677KJB09574
G,54,5.75,0.77,LFB1E6671KJB17475
R,54,15.08,2.18,LFB1E667XKJB02778
R,54,34.66,5.37,LFB1E6675KJB03935
R,54,42.82,5.89,LFB1E6670KJB10422
G,54,30.11,2.18,LFB1E6678KJB10815
R,54,30.68,4.22,LFB1E6674KJB06793
S,54,6.44,0.8,LFB1E6070KJB14737
R,54,24.34,3.25,LFB1E6677KJB09476
G,54,32.39,4.64,LFB1E6673KJB10303
G,54,44.29,6.39,LFB1E6078KJB14727
G,54,27.16,4.01,LFB1E607XKJB09321
R,54,33.74,4.32,LFB1E6074KJB07516
R,54,57.23,8.47,LFB1E667XKJB05972
R,54,18.3,2.51,LFB1E6073KJB13937
S,54,17.3,2.43,LFB1E6072KJB16666
R,54,47.48,5.79,LFB1E6675KJB13820
R,54,38.92,5.3,LFB1E6077KJB06201
G,54,5.05,0.67,LFB1E6674KJB15834
R,54,61.66,9.15,LFB1E6679KJB11598
G,54,54.1,213.75,LFB1E6072KJB07353
S,54,33.67,5.02,LFB1E6672KJB15234
S,54,43.96,6.52,LFB1E6672KJB16741
R,54,37.71,4.71,LFB1E6077KJB07445
S,54,25.9,3.78,LFB1E6675KJB16362
R,54,37.39,5.37,LFB1E6678KJB12774
R,54,34.25,4.89,LFB1E6679KJB03369
S,54,15.62,1.98,LFB1E6072KJB08387
R,54,43.39,6.03,LFB1E6073KJB10729
R,54,27.04,3.81,LFB1E6072KJB06879
G,54,14.81,2.27,LFB1E6076KJB08019
G,54,39.91,5.91,LFB1E6676KJB16323
R,54,55.56,7.46,LFB1E667XKJB10797
R,54,28.96,4.31,LFB1E6672KJB10552
G,53,50.58,7.52,LFB1E6074KJB13428
G,53,17.75,2.05,LFB1E6672KJB12723
R,53,45.73,6.7,LFB1E667XKJB04983
G,53,62.57,8.98,LFB1E6670KJB15927
R,53,44.35,6.66,LFB1E6074KJB00534
R,53,52.77,7.75,LFB1E6074KJB17575
R,53,66.42,9.83,LFB1E6070KJB17265
R,53,54.49,7.95,LFB1E6070KJB06816
R,53,16.39,2.41,LFB1E6671KJB11501
S,53,20.91,2.74,LFB1E6072KJB15579
R,53,35.8,5.04,LFB1E6678KJB03329
R,53,39.28,5.48,LFB1E6675KJB08682
S,53,68.4,9.95,LFB1E6675KJB12733
G,53,21.44,1.68,LFB1E6072KJB14450
R,53,26.67,3.94,LFB1E6673KJB10625
S,53,32.06,4.66,LFB1E6671KJB13765
R,53,29.62,4.3,LFB1E6674KJB07037
R,53,67.52,10.04,LFB1E6071KJB07778
G,53,9.69,1.32,LFB1E6671KJB16892
G,53,9.19,1.2,LFB1E6079KJB08631
G,53,10.88,0.61,LFB1E6078KJB07308
R,53,1.63,0.18,LFB1E6671KJB08341
R,53,43.17,5.98,LFB1E6677KJB09722
G,53,57.38,8.43,LFB1E6078KJB07292
R,53,74.24,10.58,LFB1E6070KJB06072
R,53,3.49,0.41,LFB1E6670KJB14762
R,53,66.58,9.77,LFB1E607XKJB07343
R,53,36.08,4.98,LFB1E6679KJB04067
R,53,51.31,7.37,LFB1E6077KJB08532
G,53,26.92,3.8,LFB1E6676KJB05743
G,53,6.64,1.05,LFB1E6072KJB08230
R,53,48.59,7.07,LFB1E6671KJB13636
R,53,25.39,3.88,LFB1E6675KJB03160
R,53,31.26,4.81,LFB1E6678KJB13651
G,53,24.45,3.22,LFB1E6677KJB14211
R,52,32.22,3.88,LFB1E6072KJB07093
S,52,52.44,7.06,LFB1E6672KJB16013
G,52,4.87,0.59,LFB1E6078KJB07812
R,52,21.15,2.1,LFB1E6673KJB15355
R,52,51.44,2.67,LFB1E667XKJB05003
G,52,21.3,19.67,LFB1E6675KJB08147
R,52,59.95,8.52,LFB1E6676KJB08626
R,52,4.51,0.66,LFB1E6674KJB03943
R,52,48.98,7.11,LFB1E607XKJB10694
S,52,45.03,6.49,LFB1E6070KJB17119
R,52,72.48,10.61,LFB1E607XKJB04071
R,52,39.28,3.1,LFB1E607XKJB15779
O,52,8.52,1.06,LFB1E6679KJB18826
G,52,49.39,7.41,LFB1E6679KJB14940
G,52,7.33,0.83,LFB1E6073KJB17065
R,52,57.07,8.26,LFB1E6074KJB13123
G,52,8.21,1.42,LFB1E6077KJB10281
S,52,50.25,7.13,LFB1E6673KJB13542
R,52,55.24,7.99,LFB1E6077KJB05338
R,52,59,8.67,LFB1E6072KJB05246
S,52,6.1,0.77,LFB1E6078KJB17370
O,52,6,0.6,LFB1E6071KJB10096
S,52,21.78,3.17,LFB1E6072KJB09071
S,52,72.65,10.21,LFB1E6074KJB08973
G,52,31,3.79,LFB1E6071KJB15878
S,52,13.05,1.85,LFB1E667XKJB13375
R,52,55.51,7.25,LFB1E6670KJB00912
G,52,36.9,5.09,LFB1E6078KJB13559
S,52,20.19,3.11,LFB1E6675KJB14479
R,52,31.47,4.48,LFB1E6676KJB12367
S,52,35.26,4.79,LFB1E6676KJB14040
R,52,67.68,9.71,LFB1E6075KJB08335
S,52,52.68,9.35,LFB1E6076KJB07565
G,52,74.72,10.76,LFB1E6077KJB09132
G,52,7.05,1.87,LFB1E6675KJB16605
G,52,10.22,2.81,LFB1E6673KJB16263
S,52,43.26,6.23,LFB1E6671KJB13913
G,52,25.58,2.93,LFB1E6078KJB07857
R,51,53.12,7.55,LFB1E6673KJB13671
R,51,44.59,6.13,LFB1E6670KJB10209
r,51,36.97,4.85,LFB1E6679KJB13304
R,51,45.12,6.41,LFB1E6670KJB13711
R,51,39.16,5.53,LFB1E667XKJB17510
R,51,49.44,6.83,LFB1E6073KJB12187
S,51,29.41,4.27,LFB1E6073KJB16837
G,51,9.76,1.5,LFB1E6075KJB03930
R,51,15.76,2.11,LFB1E6672KJB15217
R,51,30.22,3.94,LFB1E6077KJB09101
S,51,12.14,1.56,LFB1E6071KJB15640
G,51,31.32,4.35,LFB1E6077KJB15948
R,51,64.85,8.5,LFB1E607XKJB06452
R,51,23.36,3.26,LFB1E6676KJB10943
G,51,29.11,3.32,LFB1E6675KJB03143
G,51,52.16,7.59,LFB1E6674KJB15980
R,51,35.46,5.06,LFB1E6073KJB14702
S,51,32.02,4.55,LFB1E6074KJB13932
S,51,51.74,7.51,LFB1E6671KJB14477
S,51,29.8,3.82,LFB1E6676KJB15222
R,51,38.43,5.11,LFB1E6678KJB12340
R,51,43.89,5.45,LFB1E6672KJB10261
S,51,30.1,4.17,LFB1E6678KJB15898
S,51,22.33,3.09,LFB1E6073KJB07152
R,51,77.09,10.78,LFB1E6078KJB03081
S,51,24.94,3.52,LFB1E667XKJB15370
R,51,42.41,5.95,LFB1E6676KJB15656
R,51,32.19,4.5,LFB1E6676KJB04592
S,51,49.22,6.83,LFB1E6670KJB14230
R,51,78.33,10.41,LFB1E6076KJB10210
G,51,48.29,6.72,LFB1E6679KJB13450
S,51,19.48,2.13,LFB1E6075KJB16211
R,51,23.4,3.57,LFB1E6676KJB15981
S,51,21.21,2.36,LFB1E6078KJB07213
G,50,14.94,1.02,LFB1E6071KJB09921
G,50,6.11,0.76,LFB1E6671KJB16939
R,50,43.22,1.23,LFB1E667XKJB13666
O,50,8.23,0.96,LFB1E6678KJB17487
R,50,41.48,5.6,LFB1E6679KJB09916
S,50,38.55,5.16,LFB1E6673KJB02993
R,50,25.66,3.47,LFB1E6670KJB09514
R,50,6.64,0.77,LFB1E6672KJB03388
R,50,34.62,4.31,LFB1E6074KJB07273
R,50,18.65,1.31,LFB1E6675KJB11159
S,50,13.8,1.74,LFB1E6071KJB15685
R,50,33.38,4.68,LFB1E6672KJB14343
S,50,30.3,4.11,LFB1E6079KJB15627
S,50,4.54,0.46,LFB1E6673KJB09541
G,50,29.5,3.88,LFB1E6070KJB17220
G,50,6.06,0.78,LFB1E6071KJB17792
R,50,36.71,5.09,LFB1E667XKJB14929
R,50,49.81,6.66,LFB1E6673KJB13363
G,50,15.72,2.09,LFB1E6076KJB14659
S,50,27.05,3.65,LFB1E667XKJB14820
S,50,35.63,4.95,LFB1E667XKJB05650
G,50,26.31,3.36,LFB1E6677KJB15570
R,50,22,1.79,LFB1E6078KJB14131
R,50,40.53,5.49,LFB1E6677KJB15570
R,50,55.12,7.74,LFB1E6077KJB05162
G,50,8.4,1.22,LFB1E6074KJB16202
R,50,37.84,5.46,LFB1E6674KJB13727
R,50,1.86,0.17,LFB1E6079KJB16938
S,50,44.52,6.11,LFB1E667XKJB13795
G,50,49.21,7.02,LFB1E6673KJB09667
G,50,8.24,1.14,LFB1E6074KJB16572
R,50,41.89,5.82,LFB1E6679KJB13061
G,50,33.85,4.55,LFB1E6079KJB12145
G,50,12.5,1.54,LFB1E6678KJB16131
R,50,49.99,6.99,LFB1E6672KJB15136
R,50,18.97,2.56,LFB1E6075KJB09999
R,50,35.8,4.77,LFB1E6077KJB02696
S,50,37.17,1.1,LFB1E6676KJB16533
R,50,52.82,7.3,LFB1E6078KJB13397
R,49,19.88,2.55,LFB1E6671KJB10073
G,49,79.02,3.18,LFB1E6070KJB11370
S,49,58.41,8.05,LFB1E6677KJB13284
G,49,11.36,1.41,LFB1E6078KJB11312
G,49,36.41,4.74,LFB1E6679KJB14016
R,49,75.55,10.37,LFB1E6675KJB11856
G,49,45.52,6.09,LFB1E6078KJB15781
S,49,58.67,8.04,LFB1E6670KJB16673
G,49,45.1,3.12,LFB1E6078KJB12170
R,49,33.48,4.43,LFB1E6071KJB13094
S,49,33.01,4.71,LFB1E6673KJB06994
R,49,39.98,5.16,LFB1E6072KJB05019
S,49,28.48,3.82,LFB1E6670KJB15930
G,49,9.45,6.02,LFB1E6676KJB11963
S,49,29.91,3.99,LFB1E6676KJB16550
R,49,82.61,11.3,LFB1E6072KJB02475
G,49,79.03,10.66,LFB1E607XKJB07326
R,49,65.95,8.89,LFB1E6670KJB05687
R,49,68.48,11.44,LFB1E667XKJB10346
G,49,42.33,5.37,LFB1E6673KJB13816
R,49,20.04,2.66,LFB1E6673KJB15002
R,49,18.63,2.38,LFB1E6676KJB12885
S,49,27.83,3.94,LFB1E6676KJB03734
G,49,23.45,1.65,LFB1E6076KJB10675
S,49,4.95,0.62,LFB1E6679KJB16414
R,49,3.15,6.99,LFB1E6078KJB08815
R,49,48.41,6.91,LFB1E6077KJB06196
S,49,53.13,7.05,LFB1E6678KJB03072
S,49,34.28,43.2,LFB1E6075KJB10649
R,49,26.14,3.29,LFB1E6073KJB17292
R,49,31.55,1.28,LFB1E6671KJB10722
S,49,25.54,3.32,LFB1E6676KJB07041
R,49,79.85,10.68,LFB1E607XKJB07777
S,49,35.07,4.53,LFB1E6072KJB09040
R,49,44.89,4.39,LFB1E6678KJB15609
S,49,13.23,1.54,LFB1E6671KJB03933
S,49,27.39,3.73,LFB1E6072KJB07854
R,48,56.81,7.71,LFB1E6074KJB16166
R,48,49.53,6.55,LFB1E6073KJB14022
R,48,44.13,5.91,LFB1E6070KJB06959
R,48,27.27,3.67,LFB1E6679KJB13030
S,48,34.77,4.48,LFB1E607XKJB10470
S,48,13.61,1.47,LFB1E6673KJB10124
R,48,77.63,10.02,LFB1E6678KJB10474
R,48,19.31,2.45,LFB1E607XKJB09903
R,48,53.94,7.48,LFB1E6673KJB11743
R,48,69.44,9.38,LFB1E607XKJB13451
S,48,36.93,4.86,LFB1E6675KJB07127
G,48,31.79,4.54,LFB1E6672KJB15962
G,48,38.7,14.72,LFB1E6678KJB09910
R,48,61.19,8.28,LFB1E607XKJB08878
G,48,5.4,0.6,LFB1E667XKJB17202
S,48,1.29,0.13,LFB1E6073KJB15977
G,48,44.37,5.91,LFB1E6675KJB16734
R,48,58.26,7.77,LFB1E6677KJB16508
S,48,70.38,9.19,LFB1E6679KJB15263
R,48,25.52,3.5,LFB1E6073KJB07314
G,48,16,1.91,LFB1E6076KJB15472
R,48,40.54,5.25,LFB1E6071KJB13063
R,48,57.92,7.59,LFB1E6073KJB04879
G,48,11.85,1.42,LFB1E6671KJB17511
R,48,67.21,8.82,LFB1E6074KJB09203
R,48,26.19,3.46,LFB1E607XKJB08783
G,48,7.94,1.59,LFB1E6676KJB16998
S,48,72.74,9.41,LFB1E6671KJB15077
S,48,24.17,3.07,LFB1E6074KJB15177
G,48,24.06,3.11,LFB1E6675KJB12375
R,48,37.9,4.98,LFB1E6071KJB13306
S,48,33.37,4.22,LFB1E6073KJB16224
G,48,46.4,6.18,LFB1E667XKJB16678
G,48,6.41,0.71,LFB1E6072KJB16151
R,48,43.15,4.64,LFB1E6673KJB07899
S,48,25.16,3.3,LFB1E6679KJB12265
R,48,58,7.71,LFB1E6675KJB05118
R,48,53.89,7.27,LFB1E6073KJB05448
R,48,63.24,8.29,LFB1E6074KJB06351
G,47,6.02,0.56,LFB1E6070KJB16875
R,47,48.98,6.52,LFB1E6672KJB08414
R,47,44.59,5.76,LFB1E6073KJB10567
R,47,34.9,4.49,LFB1E667XKJB03798
G,47,32.55,4.01,LFB1E6076KJB05962
R,47,40.17,5.16,LFB1E6676KJB03717
R,47,32.69,4.33,LFB1E6074KJB04048
G,47,37.57,2.97,LFB1E6070KJB16245
R,47,33.45,4.34,LFB1E6072KJB04632
S,47,22.11,2.65,LFB1E6075KJB04950
R,47,18.28,2.43,LFB1E6071KJB13709
S,47,39.15,4.91,LFB1E6077KJB13391
G,47,43.72,3.45,LFB1E6075KJB07590
R,47,51.92,6.62,LFB1E6673KJB12407
G,47,7.32,1.04,LFB1E6075KJB16936
G,47,8.48,1.03,LFB1E6676KJB13700
R,47,40.63,5.29,LFB1E6674KJB10746
R,47,59.19,7.66,LFB1E6679KJB08149
G,47,52.29,6.75,LFB1E6070KJB11496
S,47,19.28,2.08,LFB1E6070KJB13930
R,47,24.9,3.03,LFB1E6076KJB17206
R,47,80.38,9.63,LFB1E6674KJB08379
R,47,66.4,8.69,LFB1E6076KJB11857
R,47,59.05,7.29,LFB1E6070KJB09845
S,47,3.55,0.18,LFB1E6074KJB07886
R,47,4.75,0.52,LFB1E6076KJB11969
S,47,44.1,2.02,LFB1E6071KJB13340
R,47,45.59,5.84,LFB1E6077KJB04853
r,47,27.41,3.5,LFB1E6677KJB08361
S,47,27.83,2.19,LFB1E6675KJB07256
S,47,11.8,1.57,LFB1E6071KJB12267
G,47,43.22,5.8,LFB1E6671KJB02572
S,47,7.21,0.76,LFB1E6077KJB16940
R,47,40.4,5.34,LFB1E6073KJB10343
R,47,54.4,7.11,LFB1E6077KJB05629
R,47,59.26,7.78,LFB1E6677KJB06657
G,47,92.17,12.14,LFB1E6679KJB15134
R,47,43.49,5.54,LFB1E6079KJB07950
S,47,44.92,5.9,LFB1E6679KJB08720
R,46,34.36,4.4,LFB1E607XKJB14955
R,46,55.78,6.77,LFB1E6678KJB02617
G,46,8.35,0.88,LFB1E6078KJB16865
R,46,20.41,2.52,LFB1E6677KJB12118
S,46,28.78,3.54,LFB1E6072KJB13802
S,46,32.16,3.84,LFB1E6077KJB06022
G,46,8.15,1.3,LFB1E6075KJB08299
S,46,31.18,3.91,LFB1E6673KJB12343
O,46,5.46,0.5,LFB1E6076KJB01443
R,46,10.54,1.23,LFB1E6075KJB02213
R,46,41.91,5.44,LFB1E6076KJB11101
G,46,32.24,4.02,LFB1E6677KJB02639
G,46,87.86,11.19,LFB1E6077KJB10443
G,46,14.9,1.73,LFB1E6678KJB12273
R,46,48.9,6.23,LFB1E6670KJB03857
S,46,69.56,8.75,LFB1E6074KJB13591
G,46,42.73,3.87,LFB1E6071KJB04489
R,46,24.55,3.16,LFB1E6072KJB09555
G,46,6.96,0.81,LFB1E6075KJB16077
S,46,74.18,1.59,LFB1E6671KJB08274
G,46,60.16,7.72,LFB1E6675KJB13610
R,46,27.11,3.37,LFB1E6073KJB17387
R,46,20.17,2.66,LFB1E6673KJB11970
G,46,8.49,0.87,LFB1E6074KJB07208
R,46,30.99,4,LFB1E6076KJB14774
R,46,49.38,5.91,LFB1E6077KJB06313
S,46,16.17,1.83,LFB1E6672KJB10003
G,46,47.69,6.19,LFB1E6676KJB14846
S,46,18.67,1.93,LFB1E6075KJB02275
R,46,40.27,5.18,LFB1E6079KJB08158
G,46,6.29,0.59,LFB1E6079KJB11125
S,46,42.55,5.34,LFB1E6672KJB17176
S,46,6.56,0.64,LFB1E6677KJB15925
G,46,54.68,6.95,LFB1E6678KJB13052
R,46,40.71,4.36,LFB1E6671KJB05696
G,46,48.18,6.07,LFB1E6679KJB10709
S,46,63.04,8.09,LFB1E6678KJB07722
R,46,31.25,3.67,LFB1E6678KJB15111
R,46,43.34,5.46,LFB1E6074KJB16264
G,46,23.4,2.83,LFB1E6674KJB17311
G,46,9.37,1.08,LFB1E6070KJB12728
R,46,65.54,8.18,LFB1E667XKJB05101
S,46,32.17,4.02,LFB1E6677KJB15617
R,46,75.02,9.43,LFB1E6677KJB09297
R,45,36.31,4.47,LFB1E6077KJB13827
S,45,9.95,1.24,LFB1E6676KJB16113
R,45,52.23,6.53,LFB1E6078KJB10385
R,45,22.5,2.66,LFB1E6675KJB12179
R,45,75.58,9.38,LFB1E6672KJB15363
G,45,8.06,0.95,LFB1E6073KJB16398
R,45,47.3,5.74,LFB1E6075KJB06469
S,45,30.7,3.72,LFB1E6073KJB11766
r,45,51.3,6.43,LFB1E667XKJB07799
R,45,20.59,2.29,LFB1E6075KJB08089
R,45,40.89,5.04,LFB1E6079KJB13103
G,45,13.03,1.42,LFB1E607XKJB17564
G,45,25.79,2.97,LFB1E6677KJB16380
G,45,9.24,0.83,LFB1E6674KJB16806
S,45,19.98,2.17,LFB1E6076KJB16024
G,45,10.79,1.4,LFB1E6071KJB17596
R,45,70.51,8.7,LFB1E6079KJB14770
G,45,6.1,0.71,LFB1E6070KJB16262
G,45,17.47,2.14,LFB1E6074KJB15938
R,45,23.5,2.85,LFB1E6072KJB08051
S,45,39.27,4.89,LFB1E6074KJB15552
G,45,44.06,5.5,LFB1E6075KJB09355
G,45,9.62,1.12,LFB1E6676KJB16256
S,45,29.1,4.17,LFB1E6073KJB08561
G,45,71.81,9.01,LFB1E6670KJB13157
G,45,14.19,1.68,LFB1E6673KJB17235
G,45,8.1,0.84,LFB1E6673KJB17171
G,45,6.73,0.75,LFB1E6671KJB17296
S,45,7.64,0.81,LFB1E6674KJB15462
O,45,233.21,14.83,LFB1E6074KJB01487
G,45,7.77,0.74,LFB1E6070KJB15256
R,45,30.53,3.69,LFB1E6676KJB04981
R,45,73.92,9.1,LFB1E6675KJB05927
R,44,34.25,4.17,LFB1E6673KJB07157
G,44,9.57,1.11,LFB1E6671KJB16178
S,44,41.54,5.12,LFB1E607XKJB14891
G,44,15.45,1.83,LFB1E6078KJB12976
S,44,15.41,0.82,LFB1E6072KJB10611
R,44,61.6,7.44,LFB1E6673KJB10446
S,44,32,12.85,LFB1E607XKJB09903
S,44,41.52,4.55,LFB1E6075KJB08240
R,44,20.86,2.47,LFB1E6675KJB06950
G,44,39.56,4.55,LFB1E6072KJB07160
R,44,11.18,1.18,LFB1E607XKJB15720
R,44,33.92,4.26,LFB1E6675KJB03496
R,44,21.29,2.5,LFB1E6679KJB15084
G,44,28.25,3.4,LFB1E6070KJB11062
S,44,21.19,2.47,LFB1E667XKJB16860
S,44,36.2,4.24,LFB1E6073KJB04865
G,44,30.33,3.49,LFB1E6674KJB01089
R,44,36.05,4.48,LFB1E6678KJB05159
R,44,13.46,3.24,LFB1E6672KJB14777
S,44,22.54,0.54,LFB1E6078KJB14341
R,44,55.17,6.78,LFB1E6074KJB07287
R,44,18.53,2.05,LFB1E6678KJB04884
R,44,20.47,2.23,LFB1E6670KJB06726
R,44,54.64,6.64,LFB1E6073KJB06826
R,44,37.21,4.48,LFB1E6071KJB16996
R,44,48.71,6,LFB1E6076KJB16492
R,44,36.11,4.57,LFB1E667XKJB12307
S,44,28.9,3.6,LFB1E6075KJB08111
O,44,6.86,0.6,LFB1E6070KJB17833
R,44,13.72,0.43,LFB1E6071KJB05108
S,44,50.82,6.23,LFB1E6675KJB15342
R,44,27.42,3.02,LFB1E6078KJB10791
R,44,77.04,9.54,LFB1E667XKJB08323
R,44,71.16,8.66,LFB1E6671KJB08629
S,44,39.74,4.53,LFB1E6674KJB13890
S,44,8.39,0.88,LFB1E6678KJB15545
S,43,56.64,6.57,LFB1E6675KJB15907
R,43,41.26,4.85,LFB1E667XKJB05745
G,43,6.63,0.7,LFB1E6076KJB15133
G,43,27.73,2.13,LFB1E6675KJB17849
S,43,43.09,5.09,LFB1E6075KJB16161
r,43,26.23,3.1,LFB1E6672KJB12768
S,43,28.23,3.22,LFB1E6679KJB08393
R,43,43.2,5.12,LFB1E6076KJB08344
S,43,68.87,8.1,LFB1E6073KJB13923
S,43,51.25,6.15,LFB1E6671KJB16391
S,43,52.05,3.22,LFB1E6677KJB14757
R,43,61.61,7.4,LFB1E607XKJB02451
R,43,41.78,4.86,LFB1E6679KJB11682
S,43,55.17,6.57,LFB1E6075KJB15897
R,43,15.62,1.81,LFB1E6679KJB15425
R,43,27.48,2.23,LFB1E6671KJB10106
R,43,25.39,1.94,LFB1E6075KJB10778
R,43,24.89,2.92,LFB1E6072KJB08891
R,43,31.36,3.46,LFB1E667XKJB02957
S,43,29.6,3.53,LFB1E6075KJB13261
G,43,24.77,2.87,LFB1E6072KJB15260
G,43,9.68,1.07,LFB1E6671KJB15449
G,43,25.78,2.99,LFB1E6674KJB06597
G,43,32.72,2.65,LFB1E6070KJB11451
S,43,35.07,4,LFB1E6672KJB15864
R,43,46.02,5.55,LFB1E607XKJB14275
G,43,55.09,6.59,LFB1E6672KJB10003
S,43,12.43,1.4,LFB1E6070KJB08386
R,43,26.38,3.18,LFB1E6672KJB10700
G,43,36.02,3.94,LFB1E6071KJB14746
R,43,58.15,6.93,LFB1E6677KJB16511
G,43,9.02,0.95,LFB1E6676KJB12191
S,43,81.09,9.71,LFB1E6677KJB11163
S,43,38.4,4.64,LFB1E6675KJB13980
G,43,4.93,0.55,LFB1E6074KJB15132
R,43,32.22,3.75,LFB1E6070KJB12339
G,43,10.91,1.05,LFB1E6079KJB07947
G,43,37.34,4.74,LFB1E607XKJB03566
S,43,37.74,4.23,LFB1E6676KJB09906
G,43,33.4,3.26,LFB1E6072KJB15663
R,43,28.19,3.38,LFB1E607XKJB04054
S,43,18.92,2.21,LFB1E6675KJB14482
R,43,16.08,1.94,LFB1E6679KJB04988
