veh_series,road,HiBeam,LowBeam,top,vin
HS5,G,1.45,43.03,44.48,LFB1E667XKJB06071
HS5,G,19.84,72.28,92.12,LFB1E6679KJB12136
HS5,G,18.47,72.73,91.2,LFB1E667XKJB08032
HS5,G,41.68,69.11,110.79,LFB1E607XKJB09531
HS5,G,0,100,100,LFB1E6678KJB11835
HS5,G,9.31,86.05,95.36,LFB1E6074KJB11310
HS5,G,0,35.72,35.72,LFB1E667XKJB11836
HS5,G,4.24,92.49,96.73,LFB1E6678KJB12788
HS5,G,2.94,69.49,72.43,LFB1E6074KJB12263
HS5,G,0.71,78.35,79.06,LFB1E6073KJB07345
HS5,G,13.09,80,93.09,LFB1E6676KJB02941
HS5,G,18.92,72.05,90.97,LFB1E6073KJB09306
HS5,G,19.39,45.03,64.42,LFB1E6678KJB14749
HS5,G,0,33.33,33.33,LFB1E667XKJB12789
HS5,G,0,100,100,LFB1E6073KJB08298
HS5,G,66.5,66.5,133,LFB1E6677KJB10773
HS5,G,0,100,100,LFB1E6078KJB14534
HS5,G,0,29.44,29.44,LFB1E6079KJB04241
HS5,G,0,92.31,92.31,LFB1E6673KJB13377
HS5,G,18.1,63.43,81.53,LFB1E6672KJB08459
HS5,G,39.2,79.57,118.77,LFB1E6078KJB15487
HS5,G,0,0,0,LFB1E6079KJB05194
HS5,G,15.4,45.45,60.85,LFB1E6072KJB07997
HS5,G,0,15,15,LFB1E6678KJB03394
HS5,G,4.54,47.55,52.09,LFB1E6678KJB05355
HS5,G,2.33,82.82,85.15,LFB1E6079KJB09116
HS5,G,5.56,5.56,11.12,LFB1E667XKJB03395
HS5,G,3.42,3.73,7.15,LFB1E6672KJB13323
HS5,G,25,91.67,116.67,LFB1E6676KJB11672
HS5,G,0,0,0,LFB1E6071KJB05982
HS5,G,0,37.9,37.9,LFB1E6071KJB07943
HS5,G,11.19,74.44,85.63,LFB1E6676KJB13633
HS5,G,34.96,74.27,109.23,LFB1E6071KJB09904
HS5,G,0,22.89,22.89,LFB1E6078KJB07101
HS5,G,38.94,64.25,103.19,LFB1E6072KJB14822
HS5,G,0,18.94,18.94,LFB1E6672KJB16237
HS5,G,11.5,57.58,69.08,LFB1E6670KJB05382
HS5,G,0.87,83.95,84.82,LFB1E6071KJB08896
HS5,G,64.19,85.71,149.9,LFB1E6676KJB16547
HS5,G,0,100,100,LFB1E6671KJB12261
HS5,G,24.18,71.81,95.99,LFB1E607XKJB08816
HS5,G,1.64,80.14,81.78,LFB1E6073KJB04669
HS5,G,11.46,24.78,36.24,LFB1E6674KJB05692
HS5,G,7.02,86.11,93.13,LFB1E6679KJB09978
HS5,G,11.82,61.14,72.96,LFB1E6678KJB11172
HS5,G,0,0,0,LFB1E6670KJB09304
HS5,G,10.68,11.11,21.79,LFB1E6077KJB06800
HS5,G,55.49,55.84,111.33,LFB1E6074KJB11548
HS5,G,14.47,43.74,58.21,LFB1E6074KJB13509
HS5,G,11.65,88.11,99.76,LFB1E6674KJB09614
HS5,G,0,100,100,LFB1E6678KJB14086
HS5,G,1.23,4.12,5.35,LFB1E6071KJB15721
HS5,G,0,50,50,LFB1E667XKJB14087
HS5,G,0,0,0,LFB1E6676KJB06200
HS5,G,0,0,0,LFB1E6071KJB16674
HS5,G,0,100,100,LFB1E6679KJB16803
HS5,G,4.48,78.77,83.25,LFB1E6677KJB12071
HS5,G,91.74,100,191.74,LFB1E6676KJB07153
HS5,G,31.09,59.52,90.61,LFB1E6073KJB12447
HS5,G,2.45,50.21,52.66,LFB1E6671KJB03768
HS5,G,12.86,46.34,59.2,LFB1E6072KJB08342
HS5,G,0,4.5,4.5,LFB1E6674KJB13470
HS5,G,0,0,0,LFB1E6076KJB06691
HS5,G,16.67,66.67,83.34,LFB1E6070KJB16620
HS5,G,37.84,54.62,92.46,LFB1E6074KJB05068
HS5,G,0,100,100,LFB1E6070KJB17573
HS5,G,78.23,92.59,170.82,LFB1E6074KJB07029
HS5,G,0,33.33,33.33,LFB1E6677KJB02625
HS5,G,36.46,66.97,103.43,LFB1E6675KJB08052
HS5,G,35.22,38.56,73.78,LFB1E6071KJB09241
HS5,G,0,25,25,LFB1E607XKJB07200
HS5,G,5.32,50.84,56.16,LFB1E6078KJB05378
HS5,G,0,0,0,LFB1E6078KJB07339
HS5,G,24.15,67.82,91.97,LFB1E6072KJB16120
HS5,G,44.36,70.33,114.69,LFB1E6075KJB09551
HS5,G,0.02,18.37,18.39,LFB1E6677KJB05539
HS5,G,18.7,44.58,63.28,LFB1E607XKJB08153
HS5,G,0,100,100,LFB1E6072KJB17073
HS5,G,0,53.33,53.33,LFB1E6675KJB11856
HS5,G,1.79,5.95,7.74,LFB1E6678KJB12418
HS5,G,18.98,40,58.98,LFB1E6076KJB16430
HS5,G,29.62,67.31,96.93,LFB1E667XKJB12419
HS5,G,16.69,60.32,77.01,LFB1E6078KJB10242
HS5,G,62.5,87.5,150,LFB1E6675KJB13817
HS5,G,0,0,0,LFB1E6076KJB17383
HS5,G,39.86,68.18,108.04,LFB1E6673KJB11046
HS5,G,3.71,75.46,79.17,LFB1E6670KJB10484
HS5,G,0,58.33,58.33,LFB1E6677KJB10403
HS5,G,50.32,90.86,141.18,LFB1E6670KJB12445
HS5,G,24.16,88.89,113.05,LFB1E607XKJB13918
HS5,G,7.65,100,107.65,LFB1E6071KJB15959
HS5,G,0,100,100,LFB1E6677KJB11356
HS5,G,0,28.53,28.53,LFB1E6674KJB10794
HS5,G,0,0,0,LFB1E6677KJB13317
HS5,G,0,99.75,99.75,LFB1E6670KJB13398
HS5,G,0,0,0,LFB1E6678KJB01063
HS5,G,14.7,57.52,72.22,LFB1E6673KJB08650
HS5,G,1.41,26.08,27.49,LFB1E6674KJB12755
HS5,G,5.14,54.94,60.08,LFB1E6675KJB02462
HS5,G,0,1.38,1.38,LFB1E6670KJB15359
HS5,G,3.32,72.5,75.82,LFB1E667XKJB01064
HS5,G,6.19,72.63,78.82,LFB1E6076KJB05976
HS5,G,1.57,5.67,7.24,LFB1E6674KJB15669
HS5,G,13.21,59.13,72.34,LFB1E6671KJB07027
HS5,G,0,0,0,LFB1E6678KJB17800
HS5,G,29.29,66.12,95.41,LFB1E6072KJB11483
HS5,G,60.31,74.33,134.64,LFB1E6077KJB15769
HS5,G,0,0,0,LFB1E6076KJB10840
HS5,G,19.81,59.96,79.77,LFB1E6676KJB12255
HS5,G,0,0,0,LFB1E6678KJB16792
HS5,G,2.91,75.44,78.35,LFB1E6679KJB07647
HS5,G,1.23,46.62,47.85,LFB1E6075KJB06875
HS5,G,5.39,65.79,71.18,LFB1E6076KJB11793
HS5,G,6.15,82.08,88.23,LFB1E6679KJB10550
HS5,G,0,30,30,LFB1E6074KJB04860
HS5,G,69.06,91.35,160.41,LFB1E6074KJB06821
HS5,G,0,62.68,62.68,LFB1E6070KJB07464
HS5,G,50.9,100,150.9,LFB1E6675KJB13154
HS5,G,40.31,74.23,114.54,LFB1E6674KJB08236
HS5,G,0,0,0,LFB1E6677KJB17691
HS5,G,0,75.58,75.58,LFB1E6675KJB15115
HS5,G,73.18,75,148.18,LFB1E6070KJB09425
HS5,G,10.07,57.14,67.21,LFB1E667XKJB09360
HS5,G,0,100,100,LFB1E6075KJB14653
HS5,G,61.05,88.76,149.81,LFB1E607XKJB13255
HS5,G,0,80,80,LFB1E6673KJB07935
HS5,G,0.21,19.04,19.25,LFB1E6674KJB12092
HS5,G,3.38,10.39,13.77,LFB1E6073KJB11069
HS5,G,0,100,100,LFB1E6679KJB16378
HS5,G,0,100,100,LFB1E607XKJB16169
HS5,G,13.89,93.75,107.64,LFB1E6674KJB14053
HS5,G,6.29,42.44,48.73,LFB1E6076KJB07274
HS5,G,8,100,108,LFB1E6070KJB15242
HS5,G,0,0,0,LFB1E6070KJB17203
HS5,G,20.83,81.71,102.54,LFB1E6072KJB10768
HS5,G,4.42,21.46,25.88,LFB1E6679KJB04070
HS5,G,3.7,66.67,70.37,LFB1E6074KJB15552
HS5,G,4.94,43.8,48.74,LFB1E6078KJB05008
HS5,G,5.18,54.15,59.33,LFB1E6674KJB02646
HS5,G,8.34,66.82,75.16,LFB1E6075KJB07220
HS5,G,0,59.44,59.44,LFB1E6672KJB09787
HS5,G,0,20,20,LFB1E6671KJB10168
HS5,G,38.98,66.78,105.76,LFB1E6674KJB04607
HS5,G,15.75,75.23,90.98,LFB1E6674KJB03599
HS5,G,53.63,81.51,135.14,LFB1E6075KJB08173
HS5,G,6.01,30.06,36.07,LFB1E667XKJB03770
HS5,G,38.17,53.94,92.11,LFB1E6077KJB04707
HS5,G,0,99.96,99.96,LFB1E6675KJB10478
HS5,G,0,0,0,LFB1E6672KJB12690
HS5,G,20.11,75.56,95.67,LFB1E6070KJB06749
HS5,G,19.52,59.24,78.76,LFB1E667XKJB05731
HS5,G,4.93,40.1,45.03,LFB1E6671KJB09733
HS5,G,4.41,42.1,46.51,LFB1E6676KJB02146
HS5,G,8.33,61.11,69.44,LFB1E667XKJB08645
HS5,G,10.84,65.31,76.15,LFB1E6674KJB10424
HS5,G,0,100,100,LFB1E6075KJB13938
HS5,G,10.02,68.8,78.82,LFB1E6074KJB09072
HS5,G,0,8.5,8.5,LFB1E6678KJB09597
HS5,G,44.1,81.2,125.3,LFB1E6072KJB06249
HS5,G,24.4,57.72,82.12,LFB1E667XKJB09598
HS5,G,0,50,50,LFB1E6674KJB11377
HS5,G,3.42,23.55,26.97,LFB1E6675KJB03045
HS5,G,0,85.71,85.71,LFB1E6671KJB17511
HS5,G,17.27,67.47,84.74,LFB1E6074KJB12876
HS5,G,6.99,72.38,79.37,LFB1E6674KJB08981
HS5,G,26.24,55.73,81.97,LFB1E6073KJB07958
HS5,G,0,7.83,7.83,LFB1E6675KJB05006
HS5,G,11.84,82.66,94.5,LFB1E6072KJB11113
HS5,G,0,7.83,7.83,LFB1E667XKJB16423
HS5,G,39.04,72.9,111.94,LFB1E6679KJB05316
HS5,G,0,36.24,36.24,LFB1E6075KJB06505
HS5,G,51.87,65.48,117.35,LFB1E6073KJB10861
HS5,G,7.14,28.57,35.71,LFB1E607XKJB15961
HS5,G,6.85,23.83,30.68,LFB1E6071KJB09109
HS5,G,3.29,42.75,46.04,LFB1E6679KJB06269
HS5,G,0,53.78,53.78,LFB1E6073KJB12822
HS5,G,0.74,45.5,46.24,LFB1E6075KJB07458
HS5,G,39.58,48.94,88.52,LFB1E6079KJB06815
HS5,G,75.35,100,175.35,LFB1E6076KJB14337
HS5,G,4.19,62.31,66.5,LFB1E6075KJB09419
HS5,G,22.22,100,122.22,LFB1E6672KJB11975
HS5,G,0,0,0,LFB1E6074KJB05443
HS5,G,6.67,39.8,46.47,LFB1E6678KJB05968
HS5,G,0,66.67,66.67,LFB1E6672KJB13936
HS5,G,0,50,50,LFB1E6679KJB11133
HS5,G,0.02,32.66,32.68,LFB1E6074KJB07404
HS5,G,0,0.63,0.63,LFB1E6079KJB10671
HS5,G,4.98,38.08,43.06,LFB1E6677KJB03953
HS5,G,21.25,84.3,105.55,LFB1E6675KJB09380
HS5,G,0,33.33,33.33,LFB1E6079KJB12632
HS5,G,9.62,50,59.62,LFB1E6671KJB11921
HS5,G,74.14,82.76,156.9,LFB1E6677KJB05914
HS5,G,0,54.55,54.55,LFB1E6670KJB07956
HS5,G,0.9,85.92,86.82,LFB1E667XKJB10833
HS5,G,0,100,100,LFB1E6071KJB01558
HS5,G,49.32,100,149.32,LFB1E6670KJB09917
HS5,G,44.27,77.66,121.93,LFB1E6073KJB08303
HS5,G,0,16.37,16.37,LFB1E6677KJB08828
HS5,G,19.23,33.33,52.56,LFB1E6678KJB13746
HS5,G,26.79,74.61,101.4,LFB1E667XKJB11786
HS5,G,0,100,100,LFB1E6071KJB03519
HS5,G,0,100,100,LFB1E6678KJB15707
HS5,G,17.75,57.91,75.66,LFB1E6676KJB02891
HS5,G,15.9,42.03,57.93,LFB1E6073KJB09256
HS5,G,0,100,100,LFB1E6672KJB05495
HS5,G,0,55.58,55.58,LFB1E6074KJB14174
HS5,G,0,50,50,LFB1E6673KJB12374
HS5,G,0.7,52.42,53.12,LFB1E6070KJB00496
HS5,G,0,50,50,LFB1E6670KJB13773
HS5,G,4.27,91.82,96.09,LFB1E6676KJB07766
HS5,G,0,21.9,21.9,LFB1E6072KJB08955
HS5,G,6.67,29.44,36.11,LFB1E6676KJB09727
HS5,G,0,12.99,12.99,LFB1E6070KJB04418
HS5,G,33.34,100,133.34,LFB1E6677KJB14645
HS5,G,0,52.08,52.08,LFB1E6673KJB15288
HS5,G,21.88,42.14,64.02,LFB1E6079KJB06152
HS5,G,1.64,73.42,75.06,LFB1E6073KJB14120
HS5,G,38.55,71.83,110.38,LFB1E6671KJB07402
HS5,G,0,100,100,LFB1E6677KJB16606
HS5,G,11.53,76.02,87.55,LFB1E6079KJB08113
HS5,G,18.9,88.89,107.79,LFB1E6670KJB16687
HS5,G,100,100,200,LFB1E6078KJB17398
HS5,G,3.08,48.46,51.54,LFB1E6071KJB10289
HS5,G,4.36,52.09,56.45,LFB1E6679KJB10418
HS5,G,43.19,86.39,129.58,LFB1E6672KJB13273
HS5,G,0,12.5,12.5,LFB1E6674KJB16997
HS5,G,0,23.86,23.86,LFB1E6676KJB12630
HS5,G,3.88,28.8,32.68,LFB1E667XKJB06314
HS5,G,26.27,49.27,75.54,LFB1E6071KJB06940
HS5,G,0,2.38,2.38,LFB1E6672KJB15234
HS5,G,6.49,69.87,76.36,LFB1E6678KJB07266
HS5,G,29.61,51.58,81.19,LFB1E6078KJB05090
HS5,G,6.16,55.1,61.26,LFB1E6070KJB10235
HS5,G,0,51.52,51.52,LFB1E6672KJB16187
HS5,G,4.8,47.33,52.13,LFB1E6674KJB11007
HS5,G,0,44.45,44.45,LFB1E6072KJB16733
HS5,G,0,100,100,LFB1E6670KJB08301
HS5,G,16,18.86,34.86,LFB1E6077KJB11107
HS5,G,1.63,36.75,38.38,LFB1E6074KJB10545
HS5,G,4.09,33.66,37.75,LFB1E6674KJB06650
HS5,G,0,9.43,9.43,LFB1E6670KJB07293
HS5,G,2.6,89.2,91.8,LFB1E6672KJB03827
HS5,G,0,89.64,89.64,LFB1E6671KJB16133
HS5,G,19.41,49.37,68.78,LFB1E6075KJB02213
HS5,G,0,80.98,80.98,LFB1E6077KJB06750
HS5,G,0,0,0,LFB1E6078KJB10855
HS5,G,16.67,16.67,33.34,LFB1E6070KJB08792
HS5,G,0,50,50,LFB1E6675KJB14482
HS5,G,61.54,61.54,123.08,LFB1E6078KJB12816
HS5,G,0.05,26.24,26.29,LFB1E6674KJB09564
HS5,G,0,1.74,1.74,LFB1E6074KJB13459
HS5,G,0.63,75,75.63,LFB1E6079KJB02523
HS5,G,15.16,44.55,59.71,LFB1E6673KJB11659
HS5,G,0,76.63,76.63,LFB1E6676KJB06150
HS5,G,5.33,22.77,28.1,LFB1E6077KJB09664
HS5,G,0,41.67,41.67,LFB1E6679KJB14792
HS5,G,15.54,100,115.54,LFB1E6076KJB10045
HS5,G,0.13,5.26,5.39,LFB1E6072KJB08292
HS5,G,0.76,45.75,46.51,LFB1E6671KJB05679
HS5,G,0,80,80,LFB1E6070KJB16570
HS5,G,5.8,55.43,61.23,LFB1E6672KJB12558
HS5,G,50,50,100,LFB1E6674KJB17342
HS5,G,3.26,4.83,8.09,LFB1E6074KJB04065
HS5,G,0,25,25,LFB1E6078KJB03422
HS5,G,50.42,61.25,111.67,LFB1E6074KJB06026
HS5,G,24.3,72.75,97.05,LFB1E6079KJB10301
HS5,G,33.33,88.89,122.22,LFB1E6670KJB03664
HS5,G,0,0,0,LFB1E6077KJB17442
HS5,G,0.53,100,100.53,LFB1E6676KJB12868
HS5,G,20.66,100,120.66,LFB1E6079KJB11254
HS5,G,38.02,76.23,114.25,LFB1E607XKJB07150
HS5,G,3.7,63.52,67.22,LFB1E6673KJB05179
HS5,G,15.71,53.51,69.22,LFB1E6677KJB04536
HS5,G,28.94,76.42,105.36,LFB1E6078KJB07289
HS5,G,0,0,0,LFB1E6079KJB14168
HS5,G,0,72.87,72.87,LFB1E6677KJB05489
HS5,G,0,30,30,LFB1E6671KJB15418
HS5,G,0.06,73.36,73.42,LFB1E6674KJB06888
HS5,G,0,100,100,LFB1E6675KJB13767
HS5,G,0.56,76.56,77.12,LFB1E6672KJB05125
HS5,G,39.55,86.12,125.67,LFB1E607XKJB10954
HS5,G,3.26,35.05,38.31,LFB1E6676KJB03474
HS5,G,0,100,100,LFB1E607XKJB12915
HS5,G,0,0,0,LFB1E6078KJB12153
HS5,G,13.78,60.18,73.96,LFB1E6071KJB14956
HS5,G,15.16,79.91,95.07,LFB1E6077KJB08949
HS5,G,13.12,68.85,81.97,LFB1E6678KJB09972
HS5,G,33.33,33.33,66.66,LFB1E6677KJB10353
HS5,G,19.42,57.92,77.34,LFB1E6672KJB08039
HS5,G,16.91,46.97,63.88,LFB1E6073KJB10729
HS5,G,34.88,74.66,109.54,LFB1E667XKJB09973
HS5,G,22.14,71.08,93.22,LFB1E6670KJB14356
HS5,G,31.43,77.15,108.58,LFB1E6676KJB08349
HS5,G,11.93,54.87,66.8,LFB1E6076KJB06934
HS5,G,25.86,55.57,81.43,LFB1E6671KJB06024
HS5,G,9.8,70.59,80.39,LFB1E6072KJB09538
HS5,G,0,0,0,LFB1E6077KJB13813
HS5,G,50.16,56.41,106.57,LFB1E667XKJB15790
HS5,G,23.33,73.69,97.02,LFB1E6678KJB17750
HS5,G,4.74,29.99,34.73,LFB1E6071KJB07523
HS5,G,6.4,40.46,46.86,LFB1E6075KJB07833
HS5,G,1.36,23.21,24.57,LFB1E6675KJB09248
HS5,G,42.67,66.67,109.34,LFB1E6072KJB13394
HS5,G,15.38,69.71,85.09,LFB1E6075KJB08786
HS5,G,38.97,88.12,127.09,LFB1E6675KJB12151
HS5,G,21.92,73.67,95.59,LFB1E6076KJB15665
HS5,G,13.07,53.77,66.84,LFB1E6077KJB05372
HS5,G,3.29,17.86,21.15,LFB1E6071KJB13340
HS5,G,0,0,0,LFB1E6679KJB12461
HS5,G,13.77,44.93,58.7,LFB1E6674KJB08186
HS5,G,18.17,49.05,67.22,LFB1E6670KJB10727
HS5,G,2.46,78.54,81,LFB1E6074KJB06771
HS5,G,4.75,25.05,29.8,LFB1E6676KJB02759
HS5,G,53.41,66.27,119.68,LFB1E6075KJB13650
HS5,G,0,0,0,LFB1E6679KJB14422
HS5,G,0,36.86,36.86,LFB1E6070KJB09375
HS5,G,0,43.75,43.75,LFB1E6071KJB16254
HS5,G,0,39.58,39.58,LFB1E607XKJB14213
HS5,G,22.25,83.01,105.26,LFB1E6077KJB08286
HS5,G,9.77,53.38,63.15,LFB1E6079KJB13960
HS5,G,46.77,81.35,128.12,LFB1E6074KJB09685
HS5,G,0,0,0,LFB1E607XKJB15166
HS5,G,30.38,65.16,95.54,LFB1E6076KJB06271
HS5,G,0,35.71,35.71,LFB1E6076KJB08232
HS5,G,75,75,150,LFB1E6071KJB02886
HS5,G,0.33,34.62,34.95,LFB1E6676KJB10537
HS5,G,0,0,0,LFB1E6071KJB04847
HS5,G,0.13,51.37,51.5,LFB1E6076KJB09185
HS5,G,11.11,44.44,55.55,LFB1E6672KJB07831
HS5,G,69.98,75,144.98,LFB1E6679KJB03968
HS5,G,6.99,82.54,89.53,LFB1E607XKJB01798
HS5,G,14.3,66.97,81.27,LFB1E6679KJB05929
HS5,G,2.73,78.5,81.23,LFB1E607XKJB03759
HS5,G,23.51,100,123.51,LFB1E6677KJB03158
HS5,G,1.73,50.57,52.3,LFB1E6075KJB09131
HS5,G,12.12,45.58,57.7,LFB1E6678KJB10037
HS5,G,3.16,57.44,60.6,LFB1E667XKJB10038
HS5,G,9.13,74.02,83.15,LFB1E6077KJB02696
HS5,G,2.73,81.68,84.41,LFB1E6678KJB05680
HS5,G,0,60.45,60.45,LFB1E6079KJB09441
HS5,G,0,89.58,89.58,LFB1E6075KJB10974
HS5,G,12.17,76.47,88.64,LFB1E6070KJB06699
HS5,G,8.76,20.1,28.86,LFB1E6075KJB12935
HS5,G,0,38.13,38.13,LFB1E667XKJB07642
HS5,G,0.23,49.89,50.12,LFB1E6679KJB12699
HS5,G,0,100,100,LFB1E6070KJB10610
HS5,G,100,100,200,LFB1E6672KJB16562
HS5,G,30.79,96.5,127.29,LFB1E6072KJB05246
HS5,G,52.07,58.74,110.81,LFB1E6675KJB09993
HS5,G,4.36,79.1,83.46,LFB1E6676KJB06018
HS5,G,0,8.08,8.08,LFB1E6070KJB11563
HS5,G,54.05,64.86,118.91,LFB1E6674KJB12335
HS5,G,30.24,78.11,108.35,LFB1E6072KJB07207
HS5,G,25.41,66.46,91.87,LFB1E6072KJB06199
HS5,G,22.02,53.85,75.87,LFB1E6070KJB13524
HS5,G,0.71,73.36,74.07,LFB1E6073KJB04994
HS5,G,2.28,44.57,46.85,LFB1E6076KJB07517
HS5,G,0.31,73.93,74.24,LFB1E6072KJB10110
HS5,G,0.32,81.75,82.07,LFB1E6073KJB08916
HS5,G,0,50,50,LFB1E6678KJB16372
HS5,G,0,23,23,LFB1E667XKJB16373
HS5,G,29.74,56.63,86.37,LFB1E6679KJB05266
HS5,G,16.56,65.89,82.45,LFB1E6075KJB04494
HS5,G,0.02,16.99,17.01,LFB1E6071KJB08106
HS5,G,0.07,99.94,100.01,LFB1E6071KJB07098
HS5,G,0,100,100,LFB1E6070KJB04130
HS5,G,0,72.55,72.55,LFB1E607XKJB07018
HS5,G,0,31.25,31.25,LFB1E6672KJB10972
HS5,G,0,16.67,16.67,LFB1E6079KJB06765
HS5,G,29.42,50.13,79.55,LFB1E6070KJB05083
HS5,G,38.13,76.99,115.12,LFB1E6074KJB05393
HS5,G,0,60,60,LFB1E6672KJB13886
HS5,G,50.63,70.14,120.77,LFB1E6079KJB09679
HS5,G,22.87,82.48,105.35,LFB1E6070KJB09005
HS5,G,24.87,85.62,110.49,LFB1E6074KJB07354
HS5,G,11.35,66.39,77.74,LFB1E6679KJB13044
HS5,G,2.15,27.54,29.69,LFB1E6078KJB06711
HS5,G,23.72,96.71,120.43,LFB1E6670KJB04992
HS5,G,0,0,0,LFB1E6679KJB15005
HS5,G,0,56.82,56.82,LFB1E6671KJB11871
HS5,G,12.39,54.9,67.29,LFB1E6078KJB07664
HS5,G,42.86,100,142.86,LFB1E6670KJB06953
HS5,G,36.35,63.87,100.22,LFB1E6070KJB12809
HS5,G,10.62,64.33,74.95,LFB1E6677KJB05864
HS5,G,20.79,59.76,80.55,LFB1E6678KJB12743
HS5,G,0,66.67,66.67,LFB1E6073KJB07300
HS5,G,14.32,48.32,62.64,LFB1E6670KJB09867
HS5,G,0,0,0,LFB1E6678KJB13696
HS5,G,51.19,87.09,138.28,LFB1E6073KJB08253
HS5,G,5.21,69.71,74.92,LFB1E6677KJB08778
HS5,G,0,0,0,LFB1E6074KJB13171
HS5,G,0,94.58,94.58,LFB1E667XKJB13697
HS5,G,21.05,57.89,78.94,LFB1E6074KJB15132
HS5,G,55.23,71.43,126.66,LFB1E6670KJB12770
HS5,G,0,30.34,30.34,LFB1E6072KJB12309
HS5,G,0,100,100,LFB1E667XKJB15658
HS5,G,0,0,0,LFB1E6078KJB15442
HS5,G,0,26.68,26.68,LFB1E6673KJB14285
HS5,G,0,46.49,46.49,LFB1E6677KJB13642
HS5,G,0.88,29.67,30.55,LFB1E6671KJB05391
HS5,G,4.25,24.64,28.89,LFB1E6074KJB03725
HS5,G,13.69,51.7,65.39,LFB1E667XKJB05311
HS5,G,16.67,50,66.67,LFB1E6677KJB16556
HS5,G,2.55,81.61,84.16,LFB1E6077KJB03279
HS5,G,28.99,79.32,108.31,LFB1E6672KJB14231
HS5,G,0,0,0,LFB1E6671KJB09313
HS5,G,0,8.82,8.82,LFB1E6678KJB06263
HS5,G,1.28,83.33,84.61,LFB1E6676KJB12580
HS5,G,0,51.6,51.6,LFB1E6679KJB12329
HS5,G,0.12,1.09,1.21,LFB1E6074KJB06639
HS5,G,0,18.18,18.18,LFB1E667XKJB06264
HS5,G,0.8,13.22,14.02,LFB1E607XKJB10159
HS5,G,66.67,66.67,133.34,LFB1E6676KJB14541
HS5,G,1.93,100,101.93,LFB1E667XKJB08225
HS5,G,0.09,38.46,38.55,LFB1E6071KJB08851
HS5,G,0,100,100,LFB1E6675KJB09623
HS5,G,0,8.68,8.68,LFB1E6079KJB11867
HS5,G,1.98,20.27,22.25,LFB1E6679KJB07972
HS5,G,2.01,18.53,20.54,LFB1E6670KJB06290
HS5,G,0,77.82,77.82,LFB1E607XKJB07763
HS5,G,0,73.85,73.85,LFB1E6676KJB15494
HS5,G,3.26,30.8,34.06,LFB1E6670KJB08251
HS5,G,28.74,77.95,106.69,LFB1E6074KJB11503
HS5,G,0,66.67,66.67,LFB1E6678KJB12080
HS5,G,7.76,62.2,69.96,LFB1E6671KJB15130
HS5,G,40.67,68.94,109.61,LFB1E6073KJB07538
HS5,G,0,50,50,LFB1E6074KJB14417
HS5,G,0,0,0,LFB1E6673KJB10656
HS5,G,0,71.15,71.15,LFB1E6675KJB15440
HS5,G,0,57.14,57.14,LFB1E6673KJB12617
HS5,G,9.02,53.47,62.49,LFB1E6075KJB04124
HS5,G,0,75,75,LFB1E6675KJB16393
HS5,G,0,0,0,LFB1E6078KJB14727
HS5,G,64.08,89.47,153.55,LFB1E6076KJB11003
HS5,G,62.5,66.67,129.17,LFB1E6075KJB05077
HS5,G,33.4,96.8,130.2,LFB1E607XKJB15541
HS5,G,4.44,63.04,67.48,LFB1E6676KJB08061
HS5,G,0.58,100,100.58,LFB1E6678KJB02634
HS5,G,50,100,150,LFB1E6073KJB11394
HS5,G,0.52,43.42,43.94,LFB1E6079KJB05387
HS5,G,0,0,0,LFB1E6072KJB09250
HS5,G,13.18,58.2,71.38,LFB1E6676KJB10912
HS5,G,16.4,81.12,97.52,LFB1E6675KJB04986
HS5,G,6.79,55.95,62.74,LFB1E6672KJB13516
HS5,G,1.37,13.59,14.96,LFB1E667XKJB03588
HS5,G,2.37,70.99,73.36,LFB1E6673KJB03223
HS5,G,66.67,96.67,163.34,LFB1E6676KJB13826
HS5,G,0,0,0,LFB1E6672KJB14469
HS5,G,5.13,71.11,76.24,LFB1E6675KJB08908
HS5,G,39.25,83.33,122.58,LFB1E6079KJB10251
HS5,G,22.37,78.04,100.41,LFB1E6076KJB00549
HS5,G,0,1.62,1.62,LFB1E6671KJB11501
HS5,G,24.72,45.41,70.13,LFB1E6674KJB04932
HS5,G,30.45,74.46,104.91,LFB1E6673KJB06137
HS5,G,22.58,70.97,93.55,LFB1E6670KJB05575
HS5,G,12.93,41.02,53.95,LFB1E6073KJB03909
HS5,G,29.57,89.98,119.55,LFB1E6072KJB15968
HS5,G,0,0.03,0.03,LFB1E667XKJB10413
HS5,G,56.61,91.67,148.28,LFB1E6671KJB12454
HS5,G,0,30,30,LFB1E6674KJB05885
HS5,G,0,0,0,LFB1E6677KJB06447
HS5,G,11.94,52.36,64.3,LFB1E6675KJB12764
HS5,G,10.65,75,85.65,LFB1E6674KJB09807
HS5,G,17.5,37.28,54.78,LFB1E6079KJB16079
HS5,G,14.79,46.58,61.37,LFB1E6075KJB01448
HS5,G,37.71,89.83,127.54,LFB1E6675KJB14725
HS5,G,10.37,58.73,69.1,LFB1E6678KJB14279
HS5,G,0,57.14,57.14,LFB1E6072KJB03660
HS5,G,51.32,60.01,111.33,LFB1E6077KJB07946
HS5,G,39.92,83.43,123.35,LFB1E6670KJB12400
HS5,G,17.6,50.26,67.86,LFB1E6072KJB05621
HS5,G,7.3,59.77,67.07,LFB1E6677KJB11311
HS5,G,0,0,0,LFB1E6070KJB09988
HS5,G,4.05,69.73,73.78,LFB1E6076KJB03970
